cause_category,source_group,repo_name,metric,rows,total_abs_diff,mean_diff,median_abs_diff,max_abs_diff,positive_diff_rows,negative_diff_rows,paper_mean,our_mean
commit_selection_difference,treatment,namuan/trading-utils,bugs,1,0.0,0.0,0.0,0.0,0,0,17.0,17.0
ncloc_missing_exact_commit,control,Event-AHU/OpenEvDET,bugs,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ncloc_missing_exact_commit,control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ncloc_missing_exact_commit,control,NiceRingNode/LGGPT,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ncloc_missing_exact_commit,control,RobinWu218/ToST,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ncloc_missing_exact_commit,control,SEU-ProactiveSecurity-Group/LLM-PD,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ncloc_missing_exact_commit,control,TianxingChen/RoboTwin,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ncloc_missing_exact_commit,control,emresen20/Pau-Bilgisayar-nots,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ncloc_missing_exact_commit,control,ysj9909/SHViT,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ncloc_missing_exact_commit,control,zhipeixu/FakeShield,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ncloc_missing_exact_commit,treatment,hyperb1iss/droidmind,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ncloc_missing_exact_commit,treatment,ilanbenb/wa_llm,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ncloc_missing_exact_commit,treatment,trycua/cua,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,AkariAsai/ScholarQABench,bugs,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,BiancoChiu/iOSRealRun-cli-18,bugs,11,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,C4NU/Paddie,bugs,10,0.0,0.0,0.0,0.0,0,0,1.0,1.0
paper_commit_missing,control,EURAC-EEBgroup/brick-llm,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,FFY0/AdaKV,bugs,6,0.0,0.0,0.0,0.0,0,0,5.666666666666667,5.666666666666667
paper_commit_missing,control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,IBM/mt-rag-benchmark,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,Jieqianyu/SGN,bugs,7,0.0,0.0,0.0,0.0,0,0,15.0,15.0
paper_commit_missing,control,Makopolo/megascan_houdini20.0_USD_plugin,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,NiceRingNode/LGGPT,bugs,3,0.0,0.0,0.0,0.0,0,0,2.0,2.0
paper_commit_missing,control,OSU-NLP-Group/HippoRAG,bugs,5,0.0,0.0,0.0,0.0,0,0,3.0,3.0
paper_commit_missing,control,PhilNad/robot-arm-kinematic-calibration,bugs,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,PiotrMachowski/Home-Assistant-custom-components-TGE,bugs,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,Retmon403/cs2_cheats_for_python,bugs,10,0.0,0.0,0.0,0.0,0,0,6.0,6.0
paper_commit_missing,control,SEU-ProactiveSecurity-Group/LLM-PD,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,adelatour11/androidtvbackground,bugs,9,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,ali-bahrainian/RAG_best_practices,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,aws-samples/aws-dms-cdc-data-pipeline,bugs,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,cyb3rfortr3ss/ByDeF,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,djeada/Kurs-Podstaw-Pythona,bugs,3,0.0,0.0,0.0,0.0,0,0,4.0,4.0
paper_commit_missing,control,dottxt-ai/prompts,bugs,9,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,emresen20/Pau-Bilgisayar-nots,bugs,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,evermoving/SystemCaptioner,bugs,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,infected4098/Wave-U-Mamba,bugs,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,jinli99/iShapEditing,bugs,10,0.0,0.0,0.0,0.0,0,0,16.6,16.6
paper_commit_missing,control,jrowellfx/lsseq,bugs,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,kangtegong/pyftrace,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,kuleshov-group/caduceus,bugs,7,0.0,0.0,0.0,0.0,0,0,6.0,6.0
paper_commit_missing,control,markmelnic/stealthenium,bugs,4,0.0,0.0,0.0,0.0,0,0,24.0,24.0
paper_commit_missing,control,neuml/rag,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,nhw649/EOV-Seg,bugs,4,0.0,0.0,0.0,0.0,0,0,1.0,1.0
paper_commit_missing,control,plurai-ai/intellagent,bugs,1,0.0,0.0,0.0,0.0,0,0,1.0,1.0
paper_commit_missing,control,popey/sbommage,bugs,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,qiboteam/qibojit,bugs,2,0.0,0.0,0.0,0.0,0,0,1.0,1.0
paper_commit_missing,control,viktoriasemaan/sa-ai-agent,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,vortezwohl/Bhakti,bugs,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,wasilukm/hoymiles-mqtt,bugs,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,yoongi43/music_audio_enhancement_conformer,bugs,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,zeyangsha/De-Fake,bugs,14,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,control,zhipeixu/FakeShield,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,treatment,Apocrathia/home-assistant-config,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,treatment,Elevate-Code/better-voice-typing,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,treatment,ToolUse/tool-use-ai,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,treatment,allthingslinux/tux,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,treatment,ericmjl/pyds-cli,bugs,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,treatment,osomai/servicenow-mcp,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
paper_commit_missing,treatment,vietanhdev/anylabeling,bugs,4,0.0,0.0,0.0,0.0,0,0,4.0,4.0
paper_commit_missing,treatment,wdm0006/git-pandas,bugs,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,AkariAsai/ScholarQABench,bugs,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,ArpiarSaundersLab/annsql,bugs,9,0.0,0.0,0.0,0.0,0,0,2.0,2.0
rule_config_analyzer_profile_signal,control,BiancoChiu/iOSRealRun-cli-18,bugs,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,C4NU/Paddie,bugs,4,0.0,0.0,0.0,0.0,0,0,1.0,1.0
rule_config_analyzer_profile_signal,control,EURAC-EEBgroup/brick-llm,bugs,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,Envious-Data/Env-KB,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,FFY0/AdaKV,bugs,7,0.0,0.0,0.0,0.0,0,0,4.428571428571429,4.428571428571429
rule_config_analyzer_profile_signal,control,FaceAdapter/Face-Adapter,bugs,1,0.0,0.0,0.0,0.0,0,0,2.0,2.0
rule_config_analyzer_profile_signal,control,FlipperPA/peregrine,bugs,1,0.0,0.0,0.0,0.0,0,0,5.0,5.0
rule_config_analyzer_profile_signal,control,GispoCoding/qgis-venv-creator,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,IBM/mt-rag-benchmark,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,ITSpecialist111/ai_automation_suggester,bugs,8,0.0,0.0,0.0,0.0,0,0,1.125,1.125
rule_config_analyzer_profile_signal,control,Jieqianyu/SGN,bugs,2,0.0,0.0,0.0,0.0,0,0,15.0,15.0
rule_config_analyzer_profile_signal,control,LGro/PyAPSI,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,LuneMods/KCD2-Blender-Toolkit,bugs,2,0.0,0.0,0.0,0.0,0,0,18.0,18.0
rule_config_analyzer_profile_signal,control,MIT-Emerging-Talent/ET6-edXtras,bugs,3,0.0,0.0,0.0,0.0,0,0,27.666666666666668,27.666666666666668
rule_config_analyzer_profile_signal,control,Makopolo/megascan_houdini20.0_USD_plugin,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,MingSun-Tse/LightAvatar-TensorFlow,bugs,3,0.0,0.0,0.0,0.0,0,0,2.0,2.0
rule_config_analyzer_profile_signal,control,MrTimonM/Arichain-Bot,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,NiceRingNode/LGGPT,bugs,4,0.0,0.0,0.0,0.0,0,0,2.0,2.0
rule_config_analyzer_profile_signal,control,PhilNad/robot-arm-kinematic-calibration,bugs,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,PiotrMachowski/Home-Assistant-custom-components-TGE,bugs,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,R0uter/ss.conf-for-surge,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,Retmon403/cs2_cheats_for_python,bugs,4,0.0,0.0,0.0,0.0,0,0,6.0,6.0
rule_config_analyzer_profile_signal,control,RobinWu218/ToST,bugs,1,0.0,0.0,0.0,0.0,0,0,2.0,2.0
rule_config_analyzer_profile_signal,control,SEU-ProactiveSecurity-Group/LLM-PD,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,The-WhiteRabbit/dnfm_server,bugs,1,0.0,0.0,0.0,0.0,0,0,6.0,6.0
rule_config_analyzer_profile_signal,control,TheFocusedCoder/api-agent,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,VirtualFlow/VFVS,bugs,1,0.0,0.0,0.0,0.0,0,0,2.0,2.0
rule_config_analyzer_profile_signal,control,Wang-ML-Lab/unified-continual-learning,bugs,1,0.0,0.0,0.0,0.0,0,0,2.0,2.0
rule_config_analyzer_profile_signal,control,adelatour11/androidtvbackground,bugs,8,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,aj47/100x-orchestrator,bugs,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,ali-bahrainian/RAG_best_practices,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,aws-samples/aws-dms-cdc-data-pipeline,bugs,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,bobokun/actualtap-py,bugs,14,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,cyb3rfortr3ss/ByDeF,bugs,2,0.0,0.0,0.0,0.0,0,0,0.5,0.5
rule_config_analyzer_profile_signal,control,davidhandsome86/LLM_RAG,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,dimatura/pypcd,bugs,2,0.0,0.0,0.0,0.0,0,0,3.0,3.0
rule_config_analyzer_profile_signal,control,djeada/Kurs-Podstaw-Pythona,bugs,12,0.0,0.0,0.0,0.0,0,0,4.0,4.0
rule_config_analyzer_profile_signal,control,dottxt-ai/prompts,bugs,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,emresen20/Pau-Bilgisayar-nots,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,evermoving/SystemCaptioner,bugs,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,infected4098/Wave-U-Mamba,bugs,7,0.0,0.0,0.0,0.0,0,0,0.8571428571428571,0.8571428571428571
rule_config_analyzer_profile_signal,control,itsKayWat/MindfulShift-2025,bugs,1,0.0,0.0,0.0,0.0,0,0,1.0,1.0
rule_config_analyzer_profile_signal,control,jinli99/iShapEditing,bugs,3,0.0,0.0,0.0,0.0,0,0,13.666666666666666,13.666666666666666
rule_config_analyzer_profile_signal,control,jrowellfx/lsseq,bugs,8,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,kangtegong/pyftrace,bugs,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,kuleshov-group/caduceus,bugs,10,0.0,0.0,0.0,0.0,0,0,6.0,6.0
rule_config_analyzer_profile_signal,control,loml13yyy/AtlassianConfluence-RCE,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,loml13yyy/yyGRPU8,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,markmelnic/stealthenium,bugs,3,0.0,0.0,0.0,0.0,0,0,24.0,24.0
rule_config_analyzer_profile_signal,control,nhw649/EOV-Seg,bugs,3,0.0,0.0,0.0,0.0,0,0,1.0,1.0
rule_config_analyzer_profile_signal,control,ninareyes1/Simple-Digital-Clock,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,omkarcloud/amazon-scraper,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,plurai-ai/intellagent,bugs,6,0.0,0.0,0.0,0.0,0,0,1.0,1.0
rule_config_analyzer_profile_signal,control,qiboteam/qibojit,bugs,14,0.0,0.0,0.0,0.0,0,0,1.0,1.0
rule_config_analyzer_profile_signal,control,ruiqini/NTFields,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,saucer-man/qq_msg_decode,bugs,1,0.0,0.0,0.0,0.0,0,0,1.0,1.0
rule_config_analyzer_profile_signal,control,slopp/30_days_of_dagster,bugs,2,0.0,0.0,0.0,0.0,0,0,0.5,0.5
rule_config_analyzer_profile_signal,control,taylorwilsdon/open-webui-tools,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,thefatedefeater/V2ray-Config,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,viktoriasemaan/sa-ai-agent,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,vonssy/BlockBitsApp-BOT,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,wasilukm/hoymiles-mqtt,bugs,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,weizequan/TASHR,bugs,1,0.0,0.0,0.0,0.0,0,0,12.0,12.0
rule_config_analyzer_profile_signal,control,xinsir6/ControlNetPlus,bugs,3,0.0,0.0,0.0,0.0,0,0,2.0,2.0
rule_config_analyzer_profile_signal,control,xnl-h4ck3r/getSubsidiaries,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,yihozhang/most-influential-pl-papers,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,yoongi43/music_audio_enhancement_conformer,bugs,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,ysj9909/SHViT,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,zeyangsha/De-Fake,bugs,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,control,zhipeixu/FakeShield,bugs,5,0.0,0.0,0.0,0.0,0,0,15.0,15.0
rule_config_analyzer_profile_signal,control,zhou19830318/xiaozhi_micropython,bugs,3,0.0,0.0,0.0,0.0,0,0,3.6666666666666665,3.6666666666666665
rule_config_analyzer_profile_signal,treatment,1mrat/cursor-taskrunner,bugs,1,0.0,0.0,0.0,0.0,0,0,1.0,1.0
rule_config_analyzer_profile_signal,treatment,Apocrathia/home-assistant-config,bugs,17,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,DannyMac180/mirror,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,Elevate-Code/better-voice-typing,bugs,8,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,Mineru98/mysql-mcp-server,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,Ody-Z/Trading_Game_Simulator,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,The-Pocket/PocketFlow-Template-Python,bugs,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,The-Pocket/Tutorial-AI-Paul-Graham,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,The-Pocket/Tutorial-Cold-Email-Personalization,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,The-Pocket/Tutorial-Cursor,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,TheSethRose/Agent-Chat,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,ToolUse/infinite-ai-seo,bugs,1,0.0,0.0,0.0,0.0,0,0,2.0,2.0
rule_config_analyzer_profile_signal,treatment,ToolUse/tool-use-ai,bugs,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,VRSEN/agency-swarm,bugs,15,0.0,0.0,0.0,0.0,0,0,1.3333333333333333,1.3333333333333333
rule_config_analyzer_profile_signal,treatment,VRSEN/agency-swarm-memory-demo,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,W1ndys/Blog,bugs,7,0.0,0.0,0.0,0.0,0,0,0.14285714285714285,0.14285714285714285
rule_config_analyzer_profile_signal,treatment,WangQrkkk/ThinkingCursor,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,airweave-ai/airweave,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,codingforentrepreneurs/Cursor-Django,bugs,1,0.0,0.0,0.0,0.0,0,0,1.0,1.0
rule_config_analyzer_profile_signal,treatment,jmurth1234/ClaudePlayer,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,loftwah/auto-jira,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,namuan/trading-utils,bugs,13,0.0,0.0,0.0,0.0,0,0,5.153846153846154,5.153846153846154
rule_config_analyzer_profile_signal,treatment,panther-labs/panther-analysis,bugs,19,0.0,0.0,0.0,0.0,0,0,0.8421052631578947,0.8421052631578947
rule_config_analyzer_profile_signal,treatment,raphaelmansuy/iteration_of_tought,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,smorin/py-launch-blueprint,bugs,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0
rule_config_analyzer_profile_signal,treatment,tony/django-docutils,bugs,20,0.0,0.0,0.0,0.0,0,0,7.0,7.0
rule_config_analyzer_profile_signal,treatment,tony/django-slugify-processor,bugs,20,0.0,0.0,0.0,0.0,0,0,1.0,1.0
rule_config_analyzer_profile_signal,treatment,vcs-python/vcspull,bugs,20,0.0,0.0,0.0,0.0,0,0,1.0,1.0
rule_config_analyzer_profile_signal,treatment,vietanhdev/anylabeling,bugs,7,0.0,0.0,0.0,0.0,0,0,4.0,4.0
rule_config_analyzer_profile_signal,treatment,zilliztech/mcp-server-milvus,bugs,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0
source_scope_difference_or_mixed,control,OSU-NLP-Group/HippoRAG,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
source_scope_difference_or_mixed,control,aws/nova-act,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
source_scope_difference_or_mixed,control,neuml/rag,bugs,8,0.0,0.0,0.0,0.0,0,0,0.0,0.0
source_scope_difference_or_mixed,control,pieces-app/cli-agent,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
source_scope_difference_or_mixed,control,qiboteam/qibojit,bugs,1,0.0,0.0,0.0,0.0,0,0,1.0,1.0
source_scope_difference_or_mixed,control,taylorwilsdon/open-webui-tools,bugs,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0
source_scope_difference_or_mixed,treatment,W1ndys/Blog,bugs,9,0.0,0.0,0.0,0.0,0,0,0.1111111111111111,0.1111111111111111
source_scope_difference_or_mixed,treatment,ericmjl/pyds-cli,bugs,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0
source_scope_difference_or_mixed,treatment,grapeot/web_agentic_ai,bugs,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0
source_scope_difference_or_mixed,treatment,panther-labs/panther-analysis,bugs,1,0.0,0.0,0.0,0.0,0,0,1.0,1.0
source_scope_difference_or_mixed,treatment,samuelgursky/davinci-resolve-mcp,bugs,2,0.0,0.0,0.0,0.0,0,0,4.0,4.0
source_scope_difference_or_mixed,treatment,zauberzeug/nicegui,code_smells,16,84047.0,4196.9375,4107.0,8448.0,15,1,24905.3125,29102.25
source_scope_difference_or_mixed,treatment,getsentry/sentry,code_smells,17,25945.0,1526.1764705882354,1495.0,2246.0,17,0,15902.235294117647,17428.41176470588
source_scope_difference_or_mixed,treatment,ethyca/fides,code_smells,20,19838.0,991.9,1046.5,1315.0,20,0,1744.4,2736.3
source_scope_difference_or_mixed,treatment,DataDog/integrations-core,code_smells,20,18378.0,-918.9,958.0,993.0,0,20,3036.65,2117.75
source_scope_difference_or_mixed,treatment,PostHog/posthog,code_smells,19,15943.0,836.3684210526316,486.0,2214.0,18,1,9297.736842105263,10134.105263157895
source_scope_difference_or_mixed,treatment,keephq/keep,code_smells,17,9691.0,570.0588235294117,550.0,851.0,17,0,1943.764705882353,2513.823529411765
source_scope_difference_or_mixed,treatment,TextGeneratorio/text-generator.io,code_smells,15,9263.0,617.5333333333333,597.0,811.0,15,0,3635.4,4252.933333333333
paper_commit_missing,control,VirtualFlow/VFVS,code_smells,18,6192.0,-344.0,344.0,344.0,0,18,379.0,35.0
source_scope_difference_or_mixed,control,microsoft/AzureTRE,code_smells,19,5203.0,273.8421052631579,270.0,291.0,19,0,502.4736842105263,776.3157894736842
paper_commit_missing,treatment,wdm0006/elote,code_smells,7,5093.0,-727.5714285714286,842.0,842.0,0,7,755.0,27.428571428571427
source_scope_difference_or_mixed,control,lancedb/lancedb,code_smells,17,4662.0,274.2352941176471,287.0,322.0,17,0,330.1764705882353,604.4117647058823
source_scope_difference_or_mixed,treatment,terryyin/lizard,code_smells,12,4142.0,345.1666666666667,345.0,348.0,12,0,1499.5,1844.6666666666667
paper_commit_missing,control,FMInference/FlexiGen,code_smells,4,4068.0,1017.0,1017.0,1017.0,4,0,8641.0,9658.0
rule_config_analyzer_profile_signal,control,zhipeixu/FakeShield,code_smells,5,3395.0,679.0,679.0,679.0,5,0,805.0,1484.0
commit_selection_difference,treatment,zauberzeug/nicegui,code_smells,1,3320.0,3320.0,3320.0,3320.0,1,0,19325.0,22645.0
source_scope_difference_or_mixed,treatment,tsukumijima/KonomiTV,code_smells,20,3065.0,153.25,149.0,189.0,20,0,745.45,898.7
source_scope_difference_or_mixed,control,FMInference/FlexiGen,code_smells,3,3052.0,1017.3333333333334,1017.0,1018.0,3,0,8641.333333333334,9658.666666666666
paper_commit_missing,treatment,TextGeneratorio/text-generator.io,code_smells,5,2985.0,597.0,597.0,597.0,5,0,3775.4,4372.4
source_scope_difference_or_mixed,control,HelpingAI/Webscout,code_smells,9,2756.0,306.22222222222223,206.0,488.0,9,0,805.6666666666666,1111.888888888889
rule_config_analyzer_profile_signal,control,jacebrowning/datafiles,code_smells,12,2611.0,-217.58333333333334,218.0,219.0,0,12,258.5833333333333,41.0
source_scope_difference_or_mixed,control,PennyLaneAI/catalyst,code_smells,12,2550.0,-212.5,192.5,336.0,0,12,447.9166666666667,235.41666666666666
rule_config_analyzer_profile_signal,control,PennyLaneAI/catalyst,code_smells,7,2371.0,-338.7142857142857,327.0,374.0,0,7,625.4285714285714,286.7142857142857
source_scope_difference_or_mixed,treatment,KroMiose/nekro-agent,code_smells,14,2192.0,156.57142857142858,125.0,351.0,14,0,287.42857142857144,444.0
source_scope_difference_or_mixed,control,golemfoundation/octant,code_smells,17,2163.0,127.23529411764706,125.0,161.0,17,0,465.0,592.2352941176471
rule_config_analyzer_profile_signal,control,ysj9909/SHViT,code_smells,3,2157.0,719.0,719.0,719.0,3,0,47.0,766.0
rule_config_analyzer_profile_signal,control,aio-libs/aiohttp,code_smells,9,2092.0,-232.44444444444446,240.0,246.0,0,9,589.3333333333334,356.8888888888889
source_scope_difference_or_mixed,treatment,LearningCircuit/local-deep-research,code_smells,6,1871.0,311.8333333333333,307.5,582.0,6,0,400.0,711.8333333333334
source_scope_difference_or_mixed,treatment,OpenSPP/openspp-modules,code_smells,18,1845.0,-102.5,113.0,132.0,0,18,669.8333333333334,567.3333333333334
source_scope_difference_or_mixed,treatment,yeagerai/genlayer-studio,code_smells,14,1793.0,128.07142857142858,130.5,208.0,14,0,149.64285714285714,277.7142857142857
