source_group,repo_name,time,commit_match_status,paper_latest_commit,our_latest_commit,ncloc_scope_status,paper_value_ncloc,our_value_ncloc,diff_ncloc,abs_diff_ncloc,paper_value_bugs,our_value_bugs,diff_bugs,abs_diff_bugs,paper_value_vulnerabilities,our_value_vulnerabilities,diff_vulnerabilities,abs_diff_vulnerabilities,paper_value_code_smells,our_value_code_smells,diff_code_smells,abs_diff_code_smells,paper_value_duplicated_lines_density,our_value_duplicated_lines_density,diff_duplicated_lines_density,abs_diff_duplicated_lines_density,paper_value_comment_lines_density,our_value_comment_lines_density,diff_comment_lines_density,abs_diff_comment_lines_density,paper_value_cognitive_complexity,our_value_cognitive_complexity,diff_cognitive_complexity,abs_diff_cognitive_complexity,paper_value_technical_debt,our_value_technical_debt,diff_technical_debt,abs_diff_technical_debt,paper_value_static_analysis_warnings,our_value_static_analysis_warnings,diff_static_analysis_warnings,abs_diff_static_analysis_warnings
control,believethehype/nostrdvm,2024-07,exact_match,728db264af2b01dafe19e7352d4f6b55c5ff0ccb,728db264af2b01dafe19e7352d4f6b55c5ff0ccb,ncloc_close,23459.0,23458.0,-1.0,1.0,32.0,36.0,4.0,4.0,2.0,2.0,0.0,0.0,1035.0,970.0,-65.0,65.0,21.1,21.1,0.0,0.0,8.2,8.2,0.0,0.0,6069.0,6069.0,0.0,0.0,7275.0,7412.0,137.0,137.0,1069.0,1008.0,-61.0,61.0
control,believethehype/nostrdvm,2024-08,exact_match,8785288c9792a28f5aca7b34d63951113ed0ba70,8785288c9792a28f5aca7b34d63951113ed0ba70,ncloc_close,26268.0,26267.0,-1.0,1.0,35.0,42.0,7.0,7.0,2.0,2.0,0.0,0.0,1180.0,1042.0,-138.0,138.0,24.2,24.2,0.0,0.0,8.4,8.4,0.0,0.0,6699.0,6699.0,0.0,0.0,8350.0,8094.0,-256.0,256.0,1217.0,1086.0,-131.0,131.0
control,believethehype/nostrdvm,2024-09,exact_match,9a17d966d31a71d931ba83375444e30a12525fcd,9a17d966d31a71d931ba83375444e30a12525fcd,ncloc_close,27395.0,27394.0,-1.0,1.0,39.0,42.0,3.0,3.0,2.0,2.0,0.0,0.0,1384.0,1233.0,-151.0,151.0,23.5,23.5,0.0,0.0,8.4,8.4,0.0,0.0,7023.0,7023.0,0.0,0.0,9356.0,9046.0,-310.0,310.0,1425.0,1277.0,-148.0,148.0
control,believethehype/nostrdvm,2024-10,exact_match,25dfaa5d9d8d6f1953316fc9c07bb9236c842e40,25dfaa5d9d8d6f1953316fc9c07bb9236c842e40,ncloc_close,27452.0,27451.0,-1.0,1.0,37.0,42.0,5.0,5.0,2.0,2.0,0.0,0.0,1379.0,1237.0,-142.0,142.0,24.1,24.1,0.0,0.0,8.7,8.7,0.0,0.0,7017.0,7017.0,0.0,0.0,9425.0,9155.0,-270.0,270.0,1418.0,1281.0,-137.0,137.0
control,believethehype/nostrdvm,2024-11,exact_match,8dedff5b20dcbaa64f40672faadb34c93b5111d2,8dedff5b20dcbaa64f40672faadb34c93b5111d2,ncloc_close,28510.0,28509.0,-1.0,1.0,38.0,46.0,8.0,8.0,2.0,2.0,0.0,0.0,1251.0,1115.0,-136.0,136.0,23.2,23.2,0.0,0.0,8.7,8.7,0.0,0.0,7187.0,7187.0,0.0,0.0,9481.0,9375.0,-106.0,106.0,1291.0,1163.0,-128.0,128.0
control,believethehype/nostrdvm,2024-12,exact_match,09873fd990809b06cc4218215f48575c41c969e3,09873fd990809b06cc4218215f48575c41c969e3,ncloc_close,29654.0,29653.0,-1.0,1.0,36.0,48.0,12.0,12.0,2.0,2.0,0.0,0.0,1277.0,1142.0,-135.0,135.0,23.8,23.8,0.0,0.0,8.8,8.8,0.0,0.0,7409.0,7409.0,0.0,0.0,9695.0,9643.0,-52.0,52.0,1315.0,1192.0,-123.0,123.0
control,believethehype/nostrdvm,2025-01,exact_match,86d96a4772f8f217bb372c7d811277420b6cc930,86d96a4772f8f217bb372c7d811277420b6cc930,ncloc_close,30089.0,30088.0,-1.0,1.0,39.0,49.0,10.0,10.0,2.0,2.0,0.0,0.0,1295.0,1156.0,-139.0,139.0,23.8,23.8,0.0,0.0,8.5,8.5,0.0,0.0,7463.0,7463.0,0.0,0.0,9803.0,9767.0,-36.0,36.0,1336.0,1207.0,-129.0,129.0
control,believethehype/nostrdvm,2025-02,exact_match,963c39ee31b67106336fa28dd56c73d065349a3d,963c39ee31b67106336fa28dd56c73d065349a3d,ncloc_close,32117.0,32116.0,-1.0,1.0,39.0,57.0,18.0,18.0,2.0,2.0,0.0,0.0,1333.0,1187.0,-146.0,146.0,22.3,22.3,0.0,0.0,8.9,8.9,0.0,0.0,7882.0,7882.0,0.0,0.0,10145.0,10049.0,-96.0,96.0,1374.0,1246.0,-128.0,128.0
control,believethehype/nostrdvm,2025-03,exact_match,12d618e1897f5aeebbb669573f95b24b865bcf83,12d618e1897f5aeebbb669573f95b24b865bcf83,ncloc_close,32117.0,32116.0,-1.0,1.0,39.0,57.0,18.0,18.0,2.0,2.0,0.0,0.0,1333.0,1187.0,-146.0,146.0,22.3,22.3,0.0,0.0,8.9,8.9,0.0,0.0,7882.0,7882.0,0.0,0.0,10145.0,10049.0,-96.0,96.0,1374.0,1246.0,-128.0,128.0
control,believethehype/nostrdvm,2025-04,exact_match,f793b498e47e0ce9e9944d4d54e215b8c88d40f7,f793b498e47e0ce9e9944d4d54e215b8c88d40f7,ncloc_close,32121.0,32120.0,-1.0,1.0,39.0,57.0,18.0,18.0,2.0,2.0,0.0,0.0,1333.0,1187.0,-146.0,146.0,22.2,22.2,0.0,0.0,8.9,8.9,0.0,0.0,7882.0,7882.0,0.0,0.0,10145.0,10049.0,-96.0,96.0,1374.0,1246.0,-128.0,128.0
control,believethehype/nostrdvm,2025-05,exact_match,80314c16683b64155db66144dfd93f4e3179e0aa,80314c16683b64155db66144dfd93f4e3179e0aa,ncloc_close,32222.0,32221.0,-1.0,1.0,39.0,57.0,18.0,18.0,2.0,2.0,0.0,0.0,1335.0,1189.0,-146.0,146.0,22.3,22.3,0.0,0.0,8.9,8.9,0.0,0.0,7900.0,7900.0,0.0,0.0,10160.0,10064.0,-96.0,96.0,1376.0,1248.0,-128.0,128.0
control,believethehype/nostrdvm,2025-08,exact_match,e48dfe7e7ae497453383502f9de26ed22b0fc7e8,e48dfe7e7ae497453383502f9de26ed22b0fc7e8,ncloc_close,32259.0,32258.0,-1.0,1.0,38.0,57.0,19.0,19.0,2.0,2.0,0.0,0.0,1339.0,1193.0,-146.0,146.0,22.1,22.1,0.0,0.0,8.9,8.9,0.0,0.0,7919.0,7919.0,0.0,0.0,10201.0,10105.0,-96.0,96.0,1379.0,1252.0,-127.0,127.0
control,bobokun/actualtap-py,2024-07,exact_match,a5fcb921ad47b516b36cca41ecfe36142cb0fcd0,a5fcb921ad47b516b36cca41ecfe36142cb0fcd0,ncloc_identical,258.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,14.9,14.9,0.0,0.0,22.0,22.0,0.0,0.0,5.0,20.0,15.0,15.0,1.0,4.0,3.0,3.0
control,bobokun/actualtap-py,2024-08,exact_match,45a1dfead973828b1e14187cc7c95496522eb0ba,45a1dfead973828b1e14187cc7c95496522eb0ba,ncloc_identical,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,15.6,15.6,0.0,0.0,22.0,22.0,0.0,0.0,5.0,20.0,15.0,15.0,1.0,4.0,3.0,3.0
control,bobokun/actualtap-py,2024-09,exact_match,a26e3c46adf6f1fab7f983a855d535a043c9d0f1,a26e3c46adf6f1fab7f983a855d535a043c9d0f1,ncloc_identical,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,15.6,15.6,0.0,0.0,22.0,22.0,0.0,0.0,5.0,20.0,15.0,15.0,1.0,4.0,3.0,3.0
control,bobokun/actualtap-py,2024-10,exact_match,0a0b9f8b3074166a662f745379a4eaec7e2286c4,0a0b9f8b3074166a662f745379a4eaec7e2286c4,ncloc_identical,301.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,14.5,14.5,0.0,0.0,24.0,24.0,0.0,0.0,5.0,20.0,15.0,15.0,1.0,4.0,3.0,3.0
control,bobokun/actualtap-py,2024-11,exact_match,f18a4b2af590b5fcdc9fbfb576acba83448f4a7e,f18a4b2af590b5fcdc9fbfb576acba83448f4a7e,ncloc_identical,343.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,15.3,15.3,0.0,0.0,38.0,38.0,0.0,0.0,6.0,26.0,20.0,20.0,2.0,6.0,4.0,4.0
control,bobokun/actualtap-py,2024-12,exact_match,9a1766dde5ccaec881ea3622d317c24075657f3c,9a1766dde5ccaec881ea3622d317c24075657f3c,ncloc_identical,347.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,15.4,15.4,0.0,0.0,38.0,38.0,0.0,0.0,6.0,26.0,20.0,20.0,2.0,6.0,4.0,4.0
control,bobokun/actualtap-py,2025-01,exact_match,8aff825b3c669e457f84a2a319c45c17ebc1c3d9,8aff825b3c669e457f84a2a319c45c17ebc1c3d9,ncloc_identical,348.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,15.3,15.3,0.0,0.0,38.0,38.0,0.0,0.0,6.0,26.0,20.0,20.0,2.0,6.0,4.0,4.0
control,bobokun/actualtap-py,2025-02,exact_match,91d4301414af6c64524a732f970daf5cad50ff1b,91d4301414af6c64524a732f970daf5cad50ff1b,ncloc_identical,348.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,15.3,15.3,0.0,0.0,38.0,38.0,0.0,0.0,6.0,26.0,20.0,20.0,2.0,6.0,4.0,4.0
control,bobokun/actualtap-py,2025-03,exact_match,594fc8def9e8fc43de05b1c60d6d6c1328418b2d,594fc8def9e8fc43de05b1c60d6d6c1328418b2d,ncloc_identical,348.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,15.3,15.3,0.0,0.0,38.0,38.0,0.0,0.0,6.0,26.0,20.0,20.0,2.0,6.0,4.0,4.0
control,bobokun/actualtap-py,2025-04,exact_match,5da960399e0af62f7fe967931cd7ab754bc166f8,5da960399e0af62f7fe967931cd7ab754bc166f8,ncloc_identical,348.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,15.3,15.3,0.0,0.0,38.0,38.0,0.0,0.0,6.0,26.0,20.0,20.0,2.0,6.0,4.0,4.0
control,bobokun/actualtap-py,2025-05,exact_match,cb10f3fb24b0bd412ef6f86b7d3c20701e38a163,cb10f3fb24b0bd412ef6f86b7d3c20701e38a163,ncloc_identical,348.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,15.3,15.3,0.0,0.0,38.0,38.0,0.0,0.0,6.0,26.0,20.0,20.0,2.0,6.0,4.0,4.0
control,bobokun/actualtap-py,2025-06,exact_match,995bef727f592aa9edd92801e9d1f401b760c67f,995bef727f592aa9edd92801e9d1f401b760c67f,ncloc_identical,348.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,15.3,15.3,0.0,0.0,38.0,38.0,0.0,0.0,6.0,26.0,20.0,20.0,2.0,6.0,4.0,4.0
control,bobokun/actualtap-py,2025-07,exact_match,eb7fac7e0328535a7df8956bee346324bc5045d8,eb7fac7e0328535a7df8956bee346324bc5045d8,ncloc_identical,959.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,19.7,19.7,0.0,0.0,51.0,51.0,0.0,0.0,25.0,30.0,5.0,5.0,2.0,6.0,4.0,4.0
control,bobokun/actualtap-py,2025-08,exact_match,ed5e4f556aa1a459c8cca67343262d890a2f8cbf,ed5e4f556aa1a459c8cca67343262d890a2f8cbf,ncloc_identical,959.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,19.7,19.7,0.0,0.0,51.0,51.0,0.0,0.0,25.0,30.0,5.0,5.0,2.0,6.0,4.0,4.0
control,bropines/chrome-lens-py,2024-08,exact_match,ad8d9902f2c9a302c532c005da8b86b7da25858a,ad8d9902f2c9a302c532c005da8b86b7da25858a,ncloc_identical,352.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,8.6,0.0,0.0,94.0,94.0,0.0,0.0,23.0,23.0,0.0,0.0,2.0,2.0,0.0,0.0
control,bropines/chrome-lens-py,2024-09,exact_match,84922f3da6764564f118d381dbd9ee84b09681b6,84922f3da6764564f118d381dbd9ee84b09681b6,ncloc_identical,547.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,9.7,0.0,0.0,135.0,135.0,0.0,0.0,28.0,28.0,0.0,0.0,3.0,3.0,0.0,0.0
control,bropines/chrome-lens-py,2024-10,exact_match,fd01ef9d479704ebf3b40ed2d84e650d14fa385f,fd01ef9d479704ebf3b40ed2d84e650d14fa385f,ncloc_identical,606.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,9.3,9.3,0.0,0.0,162.0,162.0,0.0,0.0,52.0,67.0,15.0,15.0,6.0,9.0,3.0,3.0
control,bropines/chrome-lens-py,2024-11,exact_match,e37629473f98a73ca5118f0f3970855c19e4789d,e37629473f98a73ca5118f0f3970855c19e4789d,ncloc_identical,903.0,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,14.0,14.0,0.0,0.0,0.0,0.0,9.4,9.4,0.0,0.0,298.0,298.0,0.0,0.0,136.0,206.0,70.0,70.0,9.0,23.0,14.0,14.0
control,bropines/chrome-lens-py,2024-12,exact_match,cc867b581a07a1c4dae60fc5963017d18393ee8c,cc867b581a07a1c4dae60fc5963017d18393ee8c,ncloc_identical,976.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,14.0,14.0,0.0,0.0,0.0,0.0,9.5,9.5,0.0,0.0,303.0,303.0,0.0,0.0,139.0,209.0,70.0,70.0,9.0,23.0,14.0,14.0
control,bropines/chrome-lens-py,2025-01,exact_match,9fe53b7726defcbb4189829ff8808d17c80f482d,9fe53b7726defcbb4189829ff8808d17c80f482d,ncloc_identical,985.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,14.0,14.0,0.0,0.0,0.0,0.0,11.2,11.2,0.0,0.0,304.0,304.0,0.0,0.0,144.0,214.0,70.0,70.0,10.0,24.0,14.0,14.0
control,bropines/chrome-lens-py,2025-02,exact_match,01ca4c0bdf4c77e9cd0ace4c24e5a63df29a37ba,01ca4c0bdf4c77e9cd0ace4c24e5a63df29a37ba,ncloc_identical,1107.0,1107.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,26.0,15.0,15.0,4.2,4.2,0.0,0.0,11.6,11.6,0.0,0.0,331.0,331.0,0.0,0.0,168.0,243.0,75.0,75.0,11.0,30.0,19.0,19.0
control,bropines/chrome-lens-py,2025-03,exact_match,e06a26cc2df7b9f475b163cd147c2d892ae69a7b,e06a26cc2df7b9f475b163cd147c2d892ae69a7b,ncloc_identical,2461.0,2461.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,24.0,83.0,59.0,59.0,2.7,2.7,0.0,0.0,15.5,15.5,0.0,0.0,659.0,659.0,0.0,0.0,383.0,678.0,295.0,295.0,24.0,91.0,67.0,67.0
control,bropines/chrome-lens-py,2025-06,exact_match,4f1620431d6867b4088acf5de8a05f55c8a89244,4f1620431d6867b4088acf5de8a05f55c8a89244,ncloc_identical,3222.0,3222.0,0.0,0.0,3.0,9.0,6.0,6.0,1.0,1.0,0.0,0.0,22.0,64.0,42.0,42.0,1.9,1.9,0.0,0.0,6.4,6.4,0.0,0.0,569.0,569.0,0.0,0.0,319.0,529.0,210.0,210.0,26.0,74.0,48.0,48.0
control,bropines/chrome-lens-py,2025-08,exact_match,f0ba9bc2757176ac16104b265c8003212d822a3c,f0ba9bc2757176ac16104b265c8003212d822a3c,ncloc_identical,3308.0,3308.0,0.0,0.0,4.0,10.0,6.0,6.0,1.0,1.0,0.0,0.0,22.0,64.0,42.0,42.0,1.8,1.8,0.0,0.0,6.4,6.4,0.0,0.0,621.0,621.0,0.0,0.0,369.0,579.0,210.0,210.0,27.0,75.0,48.0,48.0
control,caffeinedoom/reconthing,2024-11,exact_match,63f6a888dcf040f261ad37f46356ce5dba6ec853,63f6a888dcf040f261ad37f46356ce5dba6ec853,ncloc_identical,1688.0,1688.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,7.0,48.0,41.0,41.0,2.1,2.1,0.0,0.0,6.1,6.1,0.0,0.0,243.0,243.0,0.0,0.0,54.0,259.0,205.0,205.0,7.0,52.0,45.0,45.0
control,cyb3rfortr3ss/ByDeF,2025-03,exact_match,d7b3e3870708b397ed5abbf846b77d5f1159a5a8,d7b3e3870708b397ed5abbf846b77d5f1159a5a8,ncloc_identical,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
control,cyb3rfortr3ss/ByDeF,2025-05,exact_match,af0b596ed25048c90b6bdee88900c8fad8fcda6c,af0b596ed25048c90b6bdee88900c8fad8fcda6c,ncloc_identical,317.0,317.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,9.9,0.0,0.0,55.0,55.0,0.0,0.0,71.0,71.0,0.0,0.0,7.0,7.0,0.0,0.0
control,davidhandsome86/LLM_RAG,2024-02,exact_match,57f27f2529bbadf6c72f236c4f10140984d2dfdd,57f27f2529bbadf6c72f236c4f10140984d2dfdd,ncloc_identical,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,17.9,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
control,davidhandsome86/LLM_RAG,2024-03,exact_match,87dcfc0ac2aedc2c0b4591d96a8c049af730d1cb,87dcfc0ac2aedc2c0b4591d96a8c049af730d1cb,ncloc_identical,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,17.9,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
control,daxa-ai/pebblo,2024-01,exact_match,dd0f7f3c16db9f483fb4eabe74a13953fe69d2bf,dd0f7f3c16db9f483fb4eabe74a13953fe69d2bf,ncloc_close,1843.0,1842.0,-1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,36.0,66.0,30.0,30.0,3.1,3.1,0.0,0.0,9.6,9.6,0.0,0.0,76.0,76.0,0.0,0.0,114.0,264.0,150.0,150.0,38.0,69.0,31.0,31.0
control,daxa-ai/pebblo,2024-02,exact_match,fb68cbd371dea2703a715eef83e5ba8d8efb19e6,fb68cbd371dea2703a715eef83e5ba8d8efb19e6,ncloc_close,6755.0,6751.0,-4.0,4.0,5.0,4.0,-1.0,1.0,2.0,2.0,0.0,0.0,56.0,122.0,66.0,66.0,0.9,0.9,0.0,0.0,8.4,8.4,0.0,0.0,277.0,277.0,0.0,0.0,223.0,524.0,301.0,301.0,63.0,128.0,65.0,65.0
control,daxa-ai/pebblo,2024-03,exact_match,8bb53c3f1461b23ebb349dd49be75ba338a87cd2,8bb53c3f1461b23ebb349dd49be75ba338a87cd2,ncloc_close,8418.0,8411.0,-7.0,7.0,7.0,5.0,-2.0,2.0,2.0,2.0,0.0,0.0,36.0,116.0,80.0,80.0,1.3,1.3,0.0,0.0,9.5,9.5,0.0,0.0,366.0,366.0,0.0,0.0,166.0,534.0,368.0,368.0,45.0,123.0,78.0,78.0
control,daxa-ai/pebblo,2024-04,exact_match,c2dafbad2de48d2901b4f1b4e1abbdbfb3059e13,c2dafbad2de48d2901b4f1b4e1abbdbfb3059e13,ncloc_close,9821.0,9814.0,-7.0,7.0,8.0,6.0,-2.0,2.0,5.0,5.0,0.0,0.0,54.0,151.0,97.0,97.0,3.5,3.5,0.0,0.0,9.2,9.2,0.0,0.0,468.0,468.0,0.0,0.0,290.0,743.0,453.0,453.0,67.0,162.0,95.0,95.0
control,daxa-ai/pebblo,2024-05,exact_match,d7943987a7eb9b40c4cf1f957a49b9109201b974,d7943987a7eb9b40c4cf1f957a49b9109201b974,ncloc_close,11439.0,11432.0,-7.0,7.0,10.0,8.0,-2.0,2.0,5.0,5.0,0.0,0.0,81.0,214.0,133.0,133.0,3.1,3.1,0.0,0.0,9.3,9.3,0.0,0.0,627.0,627.0,0.0,0.0,367.0,945.0,578.0,578.0,96.0,227.0,131.0,131.0
control,daxa-ai/pebblo,2024-06,exact_match,c1c7567f6e9820dd1994ae08b2846b1f4b26fed9,c1c7567f6e9820dd1994ae08b2846b1f4b26fed9,ncloc_close,11761.0,11754.0,-7.0,7.0,10.0,8.0,-2.0,2.0,5.0,5.0,0.0,0.0,84.0,216.0,132.0,132.0,4.8,4.8,0.0,0.0,9.5,9.5,0.0,0.0,678.0,678.0,0.0,0.0,377.0,955.0,578.0,578.0,99.0,229.0,130.0,130.0
control,daxa-ai/pebblo,2024-07,exact_match,111ebf49220edbf177d96e09f6eb1852448c11ce,111ebf49220edbf177d96e09f6eb1852448c11ce,ncloc_close,12857.0,12850.0,-7.0,7.0,12.0,11.0,-1.0,1.0,5.0,6.0,1.0,1.0,94.0,232.0,138.0,138.0,5.7,5.7,0.0,0.0,9.7,9.7,0.0,0.0,768.0,768.0,0.0,0.0,456.0,1065.0,609.0,609.0,111.0,249.0,138.0,138.0
control,daxa-ai/pebblo,2024-08,exact_match,59a9834cf52b9f1aa69b06626702def7a1ea46ba,59a9834cf52b9f1aa69b06626702def7a1ea46ba,ncloc_close,15733.0,15726.0,-7.0,7.0,12.0,11.0,-1.0,1.0,5.0,6.0,1.0,1.0,129.0,221.0,92.0,92.0,6.4,6.4,0.0,0.0,9.7,9.7,0.0,0.0,1201.0,1201.0,0.0,0.0,765.0,1144.0,379.0,379.0,146.0,238.0,92.0,92.0
control,daxa-ai/pebblo,2024-09,exact_match,c68f56e1092764a2e0205dfb3019811d411b7e94,c68f56e1092764a2e0205dfb3019811d411b7e94,ncloc_close,17260.0,17253.0,-7.0,7.0,14.0,13.0,-1.0,1.0,5.0,6.0,1.0,1.0,132.0,229.0,97.0,97.0,7.0,7.0,0.0,0.0,9.9,9.9,0.0,0.0,1341.0,1341.0,0.0,0.0,839.0,1235.0,396.0,396.0,151.0,248.0,97.0,97.0
control,daxa-ai/pebblo,2024-10,exact_match,efcc3fbdfe4fd4619aea93d5b3a09e5f4c764715,efcc3fbdfe4fd4619aea93d5b3a09e5f4c764715,ncloc_close,17583.0,17576.0,-7.0,7.0,14.0,13.0,-1.0,1.0,5.0,6.0,1.0,1.0,133.0,230.0,97.0,97.0,6.8,6.8,0.0,0.0,9.9,9.9,0.0,0.0,1343.0,1343.0,0.0,0.0,840.0,1236.0,396.0,396.0,152.0,249.0,97.0,97.0
control,daxa-ai/pebblo,2024-11,exact_match,e67b01121b7140ae6448941fb10c2f257515d1b0,e67b01121b7140ae6448941fb10c2f257515d1b0,ncloc_close,17828.0,17821.0,-7.0,7.0,18.0,13.0,-5.0,5.0,5.0,6.0,1.0,1.0,135.0,233.0,98.0,98.0,7.4,7.4,0.0,0.0,10.1,10.1,0.0,0.0,1370.0,1370.0,0.0,0.0,846.0,1247.0,401.0,401.0,158.0,252.0,94.0,94.0
control,daxa-ai/pebblo,2025-02,exact_match,3a962db74dc6a2ace27cbd53802b8574df503dd3,3a962db74dc6a2ace27cbd53802b8574df503dd3,ncloc_close,19211.0,19204.0,-7.0,7.0,17.0,14.0,-3.0,3.0,5.0,6.0,1.0,1.0,158.0,263.0,105.0,105.0,6.8,6.8,0.0,0.0,10.7,10.7,0.0,0.0,1596.0,1596.0,0.0,0.0,1047.0,1475.0,428.0,428.0,180.0,283.0,103.0,103.0
control,daxa-ai/pebblo,2025-06,exact_match,0ecabf60c19de7cb4cefe66ee10940575860d193,0ecabf60c19de7cb4cefe66ee10940575860d193,ncloc_close,19477.0,19470.0,-7.0,7.0,19.0,14.0,-5.0,5.0,5.0,6.0,1.0,1.0,158.0,264.0,106.0,106.0,7.1,7.1,0.0,0.0,11.0,11.0,0.0,0.0,1620.0,1620.0,0.0,0.0,1047.0,1480.0,433.0,433.0,182.0,284.0,102.0,102.0
control,dimatura/pypcd,2024-06,exact_match,b8ce5f2af38b16e549ccadbe54459501761933ab,b8ce5f2af38b16e549ccadbe54459501761933ab,ncloc_identical,2447.0,2447.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,86.0,7.0,7.0,0.0,0.0,0.0,0.0,24.6,24.6,0.0,0.0,566.0,566.0,0.0,0.0,401.0,436.0,35.0,35.0,82.0,89.0,7.0,7.0
control,dimatura/pypcd,2024-07,exact_match,6321080f704d3fa331b6b244daf55a6d774212f8,6321080f704d3fa331b6b244daf55a6d774212f8,ncloc_identical,2447.0,2447.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,86.0,7.0,7.0,0.0,0.0,0.0,0.0,24.6,24.6,0.0,0.0,566.0,566.0,0.0,0.0,401.0,436.0,35.0,35.0,82.0,89.0,7.0,7.0
control,djeada/Kurs-Podstaw-Pythona,2024-03,exact_match,9607373ba86b30cf636052dd9b55498064b3c8f8,9607373ba86b30cf636052dd9b55498064b3c8f8,ncloc_identical,2989.0,2989.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,90.0,3.0,3.0,5.9,5.9,0.0,0.0,10.3,10.3,0.0,0.0,643.0,643.0,0.0,0.0,584.0,599.0,15.0,15.0,91.0,94.0,3.0,3.0
