dataset_source,repo_name,blob_commit,blob_relative_path,blob_revision_key,first_observed_time,last_observed_time,observed_roles,error_record_count,affected_commit_pairs,affected_repository_months,error_types,error_messages,treatment_group,is_treatment
control,microsoft/semantic-link-labs,0aeb8bfa3937a8e00e4ec2c847b4f1ad649eb2fa,src/sempy_labs/report/_generate_report.py,control|microsoft/semantic-link-labs|0aeb8bfa3937a8e00e4ec2c847b4f1ad649eb2fa|src/sempy_labs/report/_generate_report.py,2024-07,2024-07,current;parent,2,2,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (_generate_report.py, line 311)",0,0
control,microsoft/semantic-link-labs,8f6adc5fc3511f2efed546107bc945281871d9fa,src/sempy_labs/_mirrored_databases.py,control|microsoft/semantic-link-labs|8f6adc5fc3511f2efed546107bc945281871d9fa|src/sempy_labs/_mirrored_databases.py,2024-11,2024-11,current;parent,2,2,1,IndentationError,"IndentationError: expected an indented block after function definition on line 166 (_mirrored_databases.py, line 170)",0,0
control,microsoft/semantic-link-labs,059edb575b1273621c9ec4b3951a093e5e7519a5,src/sempy_labs/admin/_domains.py,control|microsoft/semantic-link-labs|059edb575b1273621c9ec4b3951a093e5e7519a5|src/sempy_labs/admin/_domains.py,2025-01,2025-01,current,1,1,1,SyntaxError,"SyntaxError: parameter without a default follows parameter with a default (_domains.py, line 306)",0,0
control,microsoft/semantic-link-labs,0f36fd9315969ff7cc979f2d7b3bf7f7e51a424b,src/sempy_labs/admin/_domains.py,control|microsoft/semantic-link-labs|0f36fd9315969ff7cc979f2d7b3bf7f7e51a424b|src/sempy_labs/admin/_domains.py,2025-01,2025-01,parent,1,1,1,SyntaxError,"SyntaxError: parameter without a default follows parameter with a default (_domains.py, line 306)",0,0
control,microsoft/semantic-link-labs,f65be71fe073fb4ecb964c68812a59db8ee3d71e,src/sempy_labs/__init__.py,control|microsoft/semantic-link-labs|f65be71fe073fb4ecb964c68812a59db8ee3d71e|src/sempy_labs/__init__.py,2025-03,2025-03,parent,1,1,1,SyntaxError,"SyntaxError: '(' was never closed (__init__.py, line 1)",0,0
control,microsoft/semantic-link-labs,fa42a616b142e33976824898f0b7b267a2e52bc3,src/sempy_labs/_vpax.py,control|microsoft/semantic-link-labs|fa42a616b142e33976824898f0b7b267a2e52bc3|src/sempy_labs/_vpax.py,2025-04,2025-04,current;parent,2,2,1,SyntaxError,"SyntaxError: expected ':' (_vpax.py, line 248)",0,0
control,pieces-app/cli-agent,11836a7c8680831db98339ecd013f5860d1244e6,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|11836a7c8680831db98339ecd013f5860d1244e6|src/pieces/assets/assets_command.py,2024-07,2024-07,current,1,1,1,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 50)",0,0
control,pieces-app/cli-agent,3479ae4432dd80e009b7c850b38622e7c6c38005,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|3479ae4432dd80e009b7c850b38622e7c6c38005|src/pieces/assets/assets_command.py,2024-07,2024-07,current,1,1,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (assets_command.py, line 51)",0,0
control,pieces-app/cli-agent,4b7d5e827dbe9e381872a9b52b26bd3f17bd4105,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|4b7d5e827dbe9e381872a9b52b26bd3f17bd4105|src/pieces/assets/assets_command.py,2024-07,2024-07,current,1,1,1,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 52)",0,0
control,pieces-app/cli-agent,5f683adbeaf02c805b7ad843071ccc9fc55440a7,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|5f683adbeaf02c805b7ad843071ccc9fc55440a7|src/pieces/assets/assets_command.py,2024-07,2024-07,current,1,1,1,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 55)",0,0
control,pieces-app/cli-agent,7023c963671d5be78e9e1a15bc1d4e366c081f45,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|7023c963671d5be78e9e1a15bc1d4e366c081f45|src/pieces/assets/assets_command.py,2024-07,2024-07,current,1,1,1,IndentationError,"IndentationError: expected an indented block after function definition on line 51 (assets_command.py, line 52)",0,0
control,pieces-app/cli-agent,bd513b99da2455fe9d222c76c33ba265ce95e6ef,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|bd513b99da2455fe9d222c76c33ba265ce95e6ef|src/pieces/assets/assets_command.py,2024-07,2024-07,current;parent,2,2,1,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 72)",0,0
control,pieces-app/cli-agent,cdf18a89688289d7141beb8b8637bc802c37375b,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|cdf18a89688289d7141beb8b8637bc802c37375b|src/pieces/assets/assets_command.py,2024-07,2024-07,current,1,1,1,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 55)",0,0
control,pieces-app/cli-agent,da7e95a1665eb3f13a90a7dbfd5e2818cc69fd55,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|da7e95a1665eb3f13a90a7dbfd5e2818cc69fd55|src/pieces/assets/assets_command.py,2024-07,2024-07,current,1,1,1,IndentationError,"IndentationError: expected an indented block after function definition on line 51 (assets_command.py, line 52)",0,0
control,pieces-app/cli-agent,dcfaa83f670c700647fab050f47053f366ea4ff2,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|dcfaa83f670c700647fab050f47053f366ea4ff2|src/pieces/assets/assets_command.py,2024-07,2024-07,current,1,1,1,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 51)",0,0
control,pieces-app/cli-agent,e478359f03becb85de91865890c79ecbd5985714,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|e478359f03becb85de91865890c79ecbd5985714|src/pieces/assets/assets_command.py,2024-07,2024-07,current,1,1,1,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 51)",0,0
control,pieces-app/cli-agent,e53de90972872fba9cebfafc426011bd4cc8ac86,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|e53de90972872fba9cebfafc426011bd4cc8ac86|src/pieces/assets/assets_command.py,2024-07,2024-07,current;parent,2,2,1,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 50)",0,0
control,pieces-app/cli-agent,ea6b131427d1e949f5d6417d02878aa266e44f6e,src/pieces/assets/assets_command.py,control|pieces-app/cli-agent|ea6b131427d1e949f5d6417d02878aa266e44f6e|src/pieces/assets/assets_command.py,2024-07,2024-07,current,1,1,1,TabError,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 51)",0,0
control,pieces-app/cli-agent,3153ba0c428f3e3e86aeaa8667e71a40fb1ed78f,tests/list_command_test.py,control|pieces-app/cli-agent|3153ba0c428f3e3e86aeaa8667e71a40fb1ed78f|tests/list_command_test.py,2024-07,2024-07,current,1,1,1,IndentationError,"IndentationError: unexpected unindent (list_command_test.py, line 17)",0,0
control,pieces-app/cli-agent,383664cd627c665324062ce0745143674b21cf2c,tests/list_command_test.py,control|pieces-app/cli-agent|383664cd627c665324062ce0745143674b21cf2c|tests/list_command_test.py,2024-07,2024-07,current,1,1,1,IndentationError,"IndentationError: unexpected unindent (list_command_test.py, line 17)",0,0
control,pieces-app/cli-agent,6abfee4abd49945ad9606d36c2953421253eb9ed,tests/list_command_test.py,control|pieces-app/cli-agent|6abfee4abd49945ad9606d36c2953421253eb9ed|tests/list_command_test.py,2024-07,2024-07,current;parent,2,2,1,IndentationError,"IndentationError: unexpected unindent (list_command_test.py, line 17)",0,0
control,pieces-app/cli-agent,13fe0cf9f1ccd641ddacab29aa6aeb2b18f99e9e,tests/open_and_save_command_test.py,control|pieces-app/cli-agent|13fe0cf9f1ccd641ddacab29aa6aeb2b18f99e9e|tests/open_and_save_command_test.py,2024-07,2024-07,current,1,1,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)",0,0
control,pieces-app/cli-agent,7ec8b6111f52265f1c3e24e8b514e9d3f38303de,tests/open_and_save_command_test.py,control|pieces-app/cli-agent|7ec8b6111f52265f1c3e24e8b514e9d3f38303de|tests/open_and_save_command_test.py,2024-07,2024-07,current,1,1,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)",0,0
control,pieces-app/cli-agent,8545a5a8af73e23c0ba93dcb29c59baf62345ce5,tests/open_and_save_command_test.py,control|pieces-app/cli-agent|8545a5a8af73e23c0ba93dcb29c59baf62345ce5|tests/open_and_save_command_test.py,2024-07,2024-07,current;parent,2,2,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)",0,0
control,pieces-app/cli-agent,889750f24343a766d4d45e2b5b7158de44a60e98,tests/open_and_save_command_test.py,control|pieces-app/cli-agent|889750f24343a766d4d45e2b5b7158de44a60e98|tests/open_and_save_command_test.py,2024-07,2024-07,current,1,1,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)",0,0
control,pieces-app/cli-agent,e78c63923725acfbe4183edaaa7d8cc8b3989203,tests/open_and_save_command_test.py,control|pieces-app/cli-agent|e78c63923725acfbe4183edaaa7d8cc8b3989203|tests/open_and_save_command_test.py,2024-07,2024-07,current,1,1,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)",0,0
control,pieces-app/cli-agent,f6448bb2d53372dce39b19a31659fc5c59c82205,tests/open_and_save_command_test.py,control|pieces-app/cli-agent|f6448bb2d53372dce39b19a31659fc5c59c82205|tests/open_and_save_command_test.py,2024-07,2024-07,current,1,1,1,IndentationError,"IndentationError: unindent does not match any outer indentation level (open_and_save_command_test.py, line 55)",0,0
control,pieces-app/cli-agent,0362d978c8c98cfcb17d332d98a6228ece0cdaee,src/pieces/commands/run_shell_command.py,control|pieces-app/cli-agent|0362d978c8c98cfcb17d332d98a6228ece0cdaee|src/pieces/commands/run_shell_command.py,2024-08,2024-08,current,1,1,1,IndentationError,"IndentationError: unexpected unindent (run_shell_command.py, line 48)",0,0
control,pieces-app/cli-agent,f621685b0dd3bf85a5da656736bb8e9811ee69d3,src/pieces/commands/run_shell_command.py,control|pieces-app/cli-agent|f621685b0dd3bf85a5da656736bb8e9811ee69d3|src/pieces/commands/run_shell_command.py,2024-08,2024-08,current;parent,2,2,1,IndentationError,"IndentationError: unexpected unindent (run_shell_command.py, line 48)",0,0
control,pieces-app/cli-agent,6c7daa05fb539ce05c2b0d257741dd01d62e4d00,src/pieces/commands/execute_command.py,control|pieces-app/cli-agent|6c7daa05fb539ce05c2b0d257741dd01d62e4d00|src/pieces/commands/execute_command.py,2024-09,2024-09,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (execute_command.py, line 15)",0,0
control,pieces-app/cli-agent,d47643de73c22f41d9a23aa3cd9a19bcc5371e81,src/pieces/commands/execute_command.py,control|pieces-app/cli-agent|d47643de73c22f41d9a23aa3cd9a19bcc5371e81|src/pieces/commands/execute_command.py,2024-09,2024-09,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (execute_command.py, line 15)",0,0
control,pieces-app/cli-agent,8dbc9d9ceea2d8520306d5837abaf8cd55e6430c,src/pieces/settings.py,control|pieces-app/cli-agent|8dbc9d9ceea2d8520306d5837abaf8cd55e6430c|src/pieces/settings.py,2024-09,2024-09,current;parent,2,2,1,TabError,"TabError: inconsistent use of tabs and spaces in indentation (settings.py, line 227)",0,0
control,plurai-ai/intellagent,12a5c20a4d78d308656ea9eba8c914f6a888556e,simulator/dataset/dataset_handler.py,control|plurai-ai/intellagent|12a5c20a4d78d308656ea9eba8c914f6a888556e|simulator/dataset/dataset_handler.py,2024-12,2024-12,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (dataset_handler.py, line 108)",0,0
control,plurai-ai/intellagent,afce8f6fbed4e1bbe8573e282689cdd50785a307,simulator/dataset/dataset_handler.py,control|plurai-ai/intellagent|afce8f6fbed4e1bbe8573e282689cdd50785a307|simulator/dataset/dataset_handler.py,2024-12,2024-12,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (dataset_handler.py, line 108)",0,0
control,qiboteam/qibojit,6431d5a0e24df9e3ae0d846c744a1f9ecdb06fa3,src/qibojit/backends/.#cpu.py,control|qiboteam/qibojit|6431d5a0e24df9e3ae0d846c744a1f9ecdb06fa3|src/qibojit/backends/.#cpu.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (.#cpu.py, line 1)",0,0
control,thegreenwebfoundation/admin-portal,b3fd0f1234344a382563edc939e0f30d15c164c3,apps/accounts/admin.py,control|thegreenwebfoundation/admin-portal|b3fd0f1234344a382563edc939e0f30d15c164c3|apps/accounts/admin.py,2024-03,2024-03,current;parent,2,2,1,IndentationError,"IndentationError: expected an indented block after 'if' statement on line 956 (admin.py, line 960)",0,0
control,zhou19830318/xiaozhi_micropython,8a5d101670d0187766bebf4a5c68c409b31ef449,xiaozhi_server.py,control|zhou19830318/xiaozhi_micropython|8a5d101670d0187766bebf4a5c68c409b31ef449|xiaozhi_server.py,2025-02,2025-02,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (8a5d101670d0187766bebf4a5c68c409b31ef449:xiaozhi_server.py, line 234)",0,0
control,zhou19830318/xiaozhi_micropython,f9b961d7dd4e24d6fc090a2a5033935699e652f9,xiaozhi_server.py,control|zhou19830318/xiaozhi_micropython|f9b961d7dd4e24d6fc090a2a5033935699e652f9|xiaozhi_server.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (f9b961d7dd4e24d6fc090a2a5033935699e652f9:xiaozhi_server.py, line 234)",0,0
treatment,Anemll/Anemll,543e03d55aca4e5ca29e553eb72f10d4fbe1d898,anemll/models/llama_model.py,treatment|Anemll/Anemll|543e03d55aca4e5ca29e553eb72f10d4fbe1d898|anemll/models/llama_model.py,2025-06,2025-06,current;parent,2,2,1,SyntaxError,"SyntaxError: invalid syntax (llama_model.py, line 289)",1,1
treatment,Anemll/Anemll,9ca61e43cab4da729bf58e08fecb567277c42319,tests/chat.py,treatment|Anemll/Anemll|9ca61e43cab4da729bf58e08fecb567277c42319|tests/chat.py,2025-06,2025-06,parent,1,1,1,IndentationError,"IndentationError: expected an indented block after 'while' statement on line 418 (chat.py, line 419)",1,1
treatment,Anemll/Anemll,c0ccec41ebec1b637506df4c4d3f6bdb010a8be6,tests/chat.py,treatment|Anemll/Anemll|c0ccec41ebec1b637506df4c4d3f6bdb010a8be6|tests/chat.py,2025-06,2025-06,current,1,1,1,IndentationError,"IndentationError: expected an indented block after 'while' statement on line 418 (chat.py, line 419)",1,1
treatment,Chocksy/qc-options-framework,db07ff65a6a44ae5c2ae6915bd3511877ea9c7e8,Tools/PositionsStore.py,treatment|Chocksy/qc-options-framework|db07ff65a6a44ae5c2ae6915bd3511877ea9c7e8|Tools/PositionsStore.py,2024-09,2024-09,current,1,1,1,SyntaxError,"SyntaxError: unterminated string literal (detected at line 136) (PositionsStore.py, line 136)",1,0
treatment,Chocksy/qc-options-framework,fd8afa4816eff26a015b92acbaf8311546be594e,Tools/PositionsStore.py,treatment|Chocksy/qc-options-framework|fd8afa4816eff26a015b92acbaf8311546be594e|Tools/PositionsStore.py,2024-09,2024-09,parent,1,1,1,SyntaxError,"SyntaxError: unterminated string literal (detected at line 136) (PositionsStore.py, line 136)",1,0
treatment,DataDog/integrations-core,d4157fcac833afd4e6d0fdb79c3716a9f9a0034a,datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check_only/{check_name}/datadog_checks/{check_name}/__init__.py,treatment|DataDog/integrations-core|d4157fcac833afd4e6d0fdb79c3716a9f9a0034a|datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check_only/{check_name}/datadog_checks/{check_name}/__init__.py,2024-09,2024-09,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (__init__.py, line 3)",1,0
treatment,DataDog/integrations-core,d4157fcac833afd4e6d0fdb79c3716a9f9a0034a,datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check_only/{check_name}/datadog_checks/{check_name}/check.py,treatment|DataDog/integrations-core|d4157fcac833afd4e6d0fdb79c3716a9f9a0034a|datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check_only/{check_name}/datadog_checks/{check_name}/check.py,2024-09,2024-09,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (check.py, line 11)",1,0
treatment,DataDog/integrations-core,d4157fcac833afd4e6d0fdb79c3716a9f9a0034a,datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check_only/{check_name}/tests/test_unit.py,treatment|DataDog/integrations-core|d4157fcac833afd4e6d0fdb79c3716a9f9a0034a|datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check_only/{check_name}/tests/test_unit.py,2024-09,2024-09,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (test_unit.py, line 8)",1,0
treatment,DataDog/integrations-core,2a14aa3c9a59c7e91aa0f8e95d7d6a60e21d9b14,datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check/{check_name}/datadog_checks/{check_name}/check.py,treatment|DataDog/integrations-core|2a14aa3c9a59c7e91aa0f8e95d7d6a60e21d9b14|datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check/{check_name}/datadog_checks/{check_name}/check.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (check.py, line 11)",1,1
treatment,DataDog/integrations-core,2a14aa3c9a59c7e91aa0f8e95d7d6a60e21d9b14,datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check/{check_name}/tests/test_unit.py,treatment|DataDog/integrations-core|2a14aa3c9a59c7e91aa0f8e95d7d6a60e21d9b14|datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check/{check_name}/tests/test_unit.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (test_unit.py, line 8)",1,1
treatment,DataDog/integrations-core,2a14aa3c9a59c7e91aa0f8e95d7d6a60e21d9b14,datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check_only/{check_name}/datadog_checks/{check_name}/check.py,treatment|DataDog/integrations-core|2a14aa3c9a59c7e91aa0f8e95d7d6a60e21d9b14|datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check_only/{check_name}/datadog_checks/{check_name}/check.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (check.py, line 11)",1,1
treatment,DataDog/integrations-core,2a14aa3c9a59c7e91aa0f8e95d7d6a60e21d9b14,datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check_only/{check_name}/tests/test_unit.py,treatment|DataDog/integrations-core|2a14aa3c9a59c7e91aa0f8e95d7d6a60e21d9b14|datadog_checks_dev/datadog_checks/dev/tooling/templates/integration/check_only/{check_name}/tests/test_unit.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (test_unit.py, line 8)",1,1
treatment,Hankanman/Area-Occupancy-Detection,78755eb61762325885db5c7e8e6fc76658646eef,custom_components/area_occupancy/service.py,treatment|Hankanman/Area-Occupancy-Detection|78755eb61762325885db5c7e8e6fc76658646eef|custom_components/area_occupancy/service.py,2025-06,2025-06,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax. Perhaps you forgot a comma? (service.py, line 159)",1,1
treatment,LearningCircuit/local-deep-research,ed59674a39885b3bdbf8d0d46d02b9890452590f,src/local_deep_research/search_system.py,treatment|LearningCircuit/local-deep-research|ed59674a39885b3bdbf8d0d46d02b9890452590f|src/local_deep_research/search_system.py,2025-03,2025-03,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (search_system.py, line 194)",1,1
treatment,LearningCircuit/local-deep-research,a5a3b8dc0b5d883e87a7ffb23a36b32cda6b1343,src/local_deep_research/web/app.py,treatment|LearningCircuit/local-deep-research|a5a3b8dc0b5d883e87a7ffb23a36b32cda6b1343|src/local_deep_research/web/app.py,2025-03,2025-03,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 1166)",1,1
treatment,Multi-V-VM/MVVM,d6aacc68676c35fd30d38faa331108e95b9b4a46,artifact/ckpt_restore_latency.py,treatment|Multi-V-VM/MVVM|d6aacc68676c35fd30d38faa331108e95b9b4a46|artifact/ckpt_restore_latency.py,2024-01,2024-01,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (ckpt_restore_latency.py, line 3)",1,0
treatment,Multi-V-VM/MVVM,6c53cfa9b12859db86027ca1f0eec0116dc480b5,artifact/bench_comparison.py,treatment|Multi-V-VM/MVVM|6c53cfa9b12859db86027ca1f0eec0116dc480b5|artifact/bench_comparison.py,2024-02,2024-02,current;parent,2,2,1,SyntaxError,"SyntaxError: Invalid star expression (bench_comparison.py, line 259)",1,0
treatment,Multi-V-VM/MVVM,c61c9b5033be372c5e05777fbe87a5905fadb1f0,artifact/ckpt_restore_latency.py,treatment|Multi-V-VM/MVVM|c61c9b5033be372c5e05777fbe87a5905fadb1f0|artifact/ckpt_restore_latency.py,2024-02,2024-02,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (ckpt_restore_latency.py, line 3)",1,0
treatment,Multi-V-VM/MVVM,c77c6008c2df01a0159e92c5d98d61212aa865e6,artifact/usecase_optimistic_computing.py,treatment|Multi-V-VM/MVVM|c77c6008c2df01a0159e92c5d98d61212aa865e6|artifact/usecase_optimistic_computing.py,2024-03,2024-03,current;parent,2,2,1,IndentationError,"IndentationError: expected an indented block after 'with' statement on line 157 (usecase_optimistic_computing.py, line 159)",1,0
treatment,Multi-V-VM/MVVM,61bd458389cb0fc8d8673fc9d86b83f74816d0f4,artifact/bench_policy.py,treatment|Multi-V-VM/MVVM|61bd458389cb0fc8d8673fc9d86b83f74816d0f4|artifact/bench_policy.py,2024-04,2024-04,current,1,1,1,SyntaxError,"SyntaxError: '(' was never closed (bench_policy.py, line 298)",1,0
treatment,Multi-V-VM/MVVM,900905d65cef871083bbab1618a45d648d42ec2e,artifact/bench_policy.py,treatment|Multi-V-VM/MVVM|900905d65cef871083bbab1618a45d648d42ec2e|artifact/bench_policy.py,2024-05,2024-05,parent,1,1,1,SyntaxError,"SyntaxError: '(' was never closed (bench_policy.py, line 298)",1,0
treatment,OpenMOSS/Language-Model-SAEs,38d4fbcc512bfc54509608814bebcc5c5ecd73af,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|38d4fbcc512bfc54509608814bebcc5c5ecd73af|server/app.py,2025-01,2025-01,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 301)",1,1
treatment,OpenMOSS/Language-Model-SAEs,b390afe7126587a2b759eb820b08322cba94e841,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|b390afe7126587a2b759eb820b08322cba94e841|server/app.py,2025-01,2025-01,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 303)",1,1
treatment,OpenMOSS/Language-Model-SAEs,1fe31fc2dbc4cf289102b1f52a59b19c82dd6d09,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|1fe31fc2dbc4cf289102b1f52a59b19c82dd6d09|server/app.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 317)",1,1
treatment,OpenMOSS/Language-Model-SAEs,2eba74ad333a8946f0ffa37a37f1b16381e40974,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|2eba74ad333a8946f0ffa37a37f1b16381e40974|server/app.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 307)",1,1
treatment,OpenMOSS/Language-Model-SAEs,6638b73672bae0873a3ac185e468d9adcb8e2282,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|6638b73672bae0873a3ac185e468d9adcb8e2282|server/app.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 319)",1,1
treatment,OpenMOSS/Language-Model-SAEs,71ff9f975d7b279e34f12e572b0727eb3d617c40,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|71ff9f975d7b279e34f12e572b0727eb3d617c40|server/app.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 313)",1,1
treatment,OpenMOSS/Language-Model-SAEs,8ce543f479fa5334dcaf0957893df35674261225,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|8ce543f479fa5334dcaf0957893df35674261225|server/app.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 304)",1,1
treatment,OpenMOSS/Language-Model-SAEs,f47d2e8b3a5f142d7188e8916cc5e69ada2d5895,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|f47d2e8b3a5f142d7188e8916cc5e69ada2d5895|server/app.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 304)",1,1
treatment,OpenMOSS/Language-Model-SAEs,970f9bcaf846d73bbecea033283032520cffccb0,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|970f9bcaf846d73bbecea033283032520cffccb0|server/app.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 319)",1,1
treatment,OpenMOSS/Language-Model-SAEs,de9cf25c0de183a1836e3518466be38930446671,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|de9cf25c0de183a1836e3518466be38930446671|server/app.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 318)",1,1
treatment,OpenMOSS/Language-Model-SAEs,35688dafa81366e1e4247a29bf68978f698c9c3e,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|35688dafa81366e1e4247a29bf68978f698c9c3e|server/app.py,2025-04,2025-04,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 403)",1,1
treatment,OpenMOSS/Language-Model-SAEs,46db0012bbab76aec8c1b89e859bb979130f3eb5,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|46db0012bbab76aec8c1b89e859bb979130f3eb5|server/app.py,2025-04,2025-04,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 408)",1,1
treatment,OpenMOSS/Language-Model-SAEs,9e2e26cb387f0c1804dcf5d4305768e1eebb15b1,server/app.py,treatment|OpenMOSS/Language-Model-SAEs|9e2e26cb387f0c1804dcf5d4305768e1eebb15b1|server/app.py,2025-05,2025-05,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (app.py, line 403)",1,1
treatment,OpenMOSS/Language-Model-SAEs,5161540acc60be872f34220c48429a9df4b520c4,src/lm_saes/clt.py,treatment|OpenMOSS/Language-Model-SAEs|5161540acc60be872f34220c48429a9df4b520c4|src/lm_saes/clt.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (clt.py, line 440)",1,1
treatment,OpenMOSS/Language-Model-SAEs,6f9a450d89f0ba21621c36dc82f33dbe7a08ac53,src/lm_saes/clt.py,treatment|OpenMOSS/Language-Model-SAEs|6f9a450d89f0ba21621c36dc82f33dbe7a08ac53|src/lm_saes/clt.py,2025-07,2025-07,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (clt.py, line 480)",1,1
treatment,OpenMOSS/Language-Model-SAEs,7b9a09dfac73f608879b1123dfa6cd8ebe303f3a,src/lm_saes/clt.py,treatment|OpenMOSS/Language-Model-SAEs|7b9a09dfac73f608879b1123dfa6cd8ebe303f3a|src/lm_saes/clt.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (clt.py, line 480)",1,1
